caseid,centre,bvisaL_cluster_connected_triangles,bvisaL_triangl_per_clust,bvisaL_srf_are_per_clust,bvisaL_total_srf_area,bvisaL_is_self_intersecting,bvisaL_is_watertight,bvisaL_is_edge_manifold,bvisaL_is_vertex_manifold,bvisaL_total_volume,bvisaL_holes_filled_volume,bvisaR_cluster_connected_triangles,bvisaR_triangl_per_clust,bvisaR_srf_are_per_clust,bvisaR_total_srf_area,bvisaR_is_self_intersecting,bvisaR_is_watertight,bvisaR_is_edge_manifold,bvisaR_is_vertex_manifold,bvisaR_total_volume,bvisaR_holes_filled_volume
sub-via331,CFIN,2930,[2930],[2142.21316981],2142.2131698128046,False,True,True,True,766.6454679785916,766.6454679785952,3944,[3944],[2885.35550143],2885.3555014296926,False,True,True,True,1061.5171781013319,1061.5171781013323
sub-via364,CFIN,4724,[4724],[3569.23833732],3569.238337316281,False,True,True,True,1303.9261707124115,1303.9261707124106,4566,[4566],[3396.65415688],3396.6541568826588,False,True,True,True,1234.4274800642756,1234.4274800642772
sub-via429,CFIN,3660,[3660],[2797.63025978],2797.6302597844033,False,True,True,True,1017.956610702724,1017.9566107027313,3662,[3662],[2832.52352051],2832.5235205087756,False,True,True,True,1042.987793319729,1042.98779331973
sub-via494,CFIN,4442,[4442],[3313.95112372],3313.951123720027,False,True,True,True,1197.0689707078504,1197.068970707845,2210,[2210],[1582.91753637],1582.9175363738857,False,True,True,True,593.2657581387972,593.2657581387972
sub-via511,CFIN,3794,[3794],[2735.09093353],2735.090933534641,True,False,True,True,-1.0,-1.0,3466,[3466],[2633.98424811],2633.984248108116,False,True,True,True,970.6233568866328,970.6233568866328
sub-via238,CFIN,4578,[4578],[3467.325066],3467.3250660000404,False,True,True,True,1261.069712270123,1261.069712270123,5052,[5052],[3790.20609816],3790.2060981649474,False,True,True,True,1368.1172697944342,1368.117269794434
sub-via293,CFIN,4648,[4648],[3421.15202772],3421.1520277172444,False,True,True,True,1253.5563152985947,1253.556315298595,4084,[4084],[3022.83825671],3022.838256705047,False,True,True,True,1105.6875788379998,1105.6875788380012
sub-via320,CFIN,4764,[4764],[3503.59420201],3503.594202009698,False,True,True,True,1288.716850102096,1288.7168501021024,5082,[5082],[3790.68329165],3790.6832916506114,False,True,True,True,1407.278182805877,1407.278182805875
sub-via355,CFIN,4390,[4390],[3264.36461046],3264.364610463792,False,True,True,True,1203.9638949868427,1203.963894986839,4396,[4396],[3324.27631722],3324.276317217621,False,True,True,True,1193.521632144669,1193.5216321446726
sub-via391,CFIN,5500,[5500],[4153.56233577],4153.562335767056,False,True,True,True,1479.072463948337,1479.0724639483396,4574,[4574],[3464.87785593],3464.8778559330417,False,True,True,True,1233.486033865076,1233.4860338650788
sub-via444,CFIN,4994,[4994],[3763.21775329],3763.217753292598,False,True,True,True,1377.5284034311662,1377.5284034311653,4738,[4738],[3605.00508881],3605.0050888136293,False,True,True,True,1340.7324668487654,1340.732466848769
sub-via485,CFIN,5456,[5456],[3989.18363383],3989.1836338328244,False,True,True,True,1445.145524663878,1445.1455246638761,5400,[5400],[4014.21118315],4014.2111831531092,False,True,True,True,1450.9905078959919,1450.990507895989
sub-via050,CFIN,5454,[5454],[4092.97859791],4092.9785979132007,False,True,True,True,1465.2268387686363,1465.2268387686436,5348,[5348],[3961.73056751],3961.730567506747,False,True,True,True,1428.5547949253178,1428.5547949253187
sub-via017,CFIN,4870,[4870],[3647.77302994],3647.773029943316,False,True,True,True,1299.5903088106325,1299.5903088106343,3346,[3346],[2463.67836961],2463.678369612289,False,True,True,True,878.7674751310201,878.7674751310183
sub-via010,CFIN,4912,[4912],[3705.69425573],3705.694255734241,False,True,True,True,1368.1208635609855,1368.1208635609873,5052,[5052],[3788.73301587],3788.733015867663,False,True,True,True,1365.3548989289502,1365.3548989289507
sub-via051,CFIN,4186,[4186],[3096.74286067],3096.7428606682975,False,True,True,True,1119.4445724121224,1119.4445724121179,3702,[3702],[2820.54026741],2820.540267405869,False,True,True,True,1013.107425711265,1013.1074257112627
sub-via019,CFIN,4682,[4682],[3448.57674573],3448.576745725761,False,True,True,True,1271.7543675781017,1271.7543675781071,4460,[4460],[3381.8749576],3381.8749575999705,False,True,True,True,1255.8965091106484,1255.8965091106456
sub-via018,CFIN,5192,[5192],[3934.11654071],3934.116540714783,False,True,True,True,1432.1599711418903,1432.1599711418967,4444,[4444],[3391.33550428],3391.335504284205,False,True,True,True,1240.0860646473811,1240.0860646473848
sub-via013,CFIN,5096,[5096],[3758.19333819],3758.1933381869435,False,True,True,True,1441.6942588138568,1441.6942588138536,4808,[4808],[3580.2573693],3580.2573693032355,False,True,True,True,1300.2872317920865,1300.2872317920865
sub-via052,CFIN,4930,[4930],[3711.09106979],3711.09106979291,False,True,True,True,1347.0742152783168,1347.0742152783132,4338,[4338],[3275.37722529],3275.377225286495,False,True,True,True,1193.161557748378,1193.161557748378
sub-via015,CFIN,4282,[4282],[3177.17420373],3177.174203728586,False,True,True,True,1166.8253464662348,1166.8253464662348,5124,[5124],[3777.83014926],3777.8301492575783,False,True,True,True,1380.178742854132,1380.1787428541247
sub-via014,CFIN,3004,[3004],[2217.69504832],2217.6950483192722,False,True,True,True,784.4479679635288,784.4479679635306,3694,[3694],[2744.32967132],2744.329671324687,False,True,True,True,986.8430690165542,986.8430690165519
sub-via451,CFIN,4630,[4630],[3443.09613732],3443.0961373237483,False,True,True,True,1267.9403263706672,1267.9403263706672,4698,[4698],[3521.44292006],3521.442920064445,False,True,True,True,1273.6215752083672,1273.621575208369
sub-via396,CFIN,5964,[5964],[4475.02715827],4475.027158267183,False,True,True,True,1616.4653845761604,1616.4653845761568,5694,[5694],[4319.80040827],4319.800408273138,False,True,True,True,1608.4141586262585,1608.414158626255
sub-via422,CFIN,5180,[5180],[3817.71095058],3817.710950576422,False,True,True,True,1405.261463388344,1405.261463388344,5060,[5060],[3813.7675017],3813.767501696961,False,True,True,True,1368.1189218703412,1368.1189218703394
sub-via519,CFIN,4664,[4664],[3384.46527725],3384.465277254963,True,False,True,True,-1.0,-1.0,4314,[4314],[3180.64800978],3180.648009779288,False,True,True,True,1141.2176779984034,1141.2176779984052
sub-via235,CFIN,4632,[4632],[3413.98822313],3413.988223129786,False,True,True,True,1275.019672455046,1275.0196724550524,4770,[4770],[3552.0756455],3552.0756455035616,False,True,True,True,1297.5849057321993,1297.5849057321939
sub-via289,CFIN,4378,[4378],[3207.88468117],3207.884681167002,False,True,True,True,1176.6040607740883,1176.6040607740883,4242,[4242],[3218.86606668],3218.8660666783726,False,True,True,True,1166.5676109557317,1166.5676109557335
sub-via351,CFIN,5322,[5322],[3965.58575735],3965.585757346794,False,True,True,True,1475.168204706596,1475.168204706596,5086,[5086],[3764.99944369],3764.9994436944903,False,True,True,True,1375.5240093942487,1375.5240093942466
sub-via319,CFIN,3748,[3748],[2808.58782644],2808.587826441859,False,True,True,True,995.7243935505758,995.7243935505758,4098,[4098],[3085.76285336],3085.7628533611914,False,True,True,True,1102.027355600425,1102.0273556004267
sub-via390,CFIN,4224,[4224],[3199.8069879],3199.8069879048367,False,True,True,True,1173.7809525759803,1173.780952575973,4540,[4540],[3386.60844728],3386.6084472822436,False,True,True,True,1245.4383530208952,1245.438353020896
sub-via483,CFIN,4654,[4654],[3428.34127151],3428.3412715072486,False,True,True,True,1258.4575166057484,1258.4575166057575,5032,[5032],[3799.13730386],3799.137303862637,False,True,True,True,1405.611634013263,1405.6116340132612
sub-via114,CFIN,5374,[5374],[3995.80632748],3995.806327482783,False,True,True,True,1446.876966112166,1446.8769661121605,5722,[5722],[4280.77673806],4280.776738059261,False,True,True,True,1585.7835457340752,1585.7835457340739
sub-via151,CFIN,4446,[4446],[3285.84017745],3285.8401774504255,False,True,True,True,1172.9334882605053,1172.9334882605044,4476,[4476],[3351.04286087],3351.0428608745347,False,True,True,True,1224.7347232368452,1224.7347232368413
sub-via053,CFIN,4188,[4188],[3155.13695565],3155.1369556495065,False,True,True,True,1166.8364536283598,1166.8364536283589,4694,[4694],[3499.38902295],3499.389022953551,False,True,True,True,1285.2702615614307,1285.2702615614326
sub-via208,CFIN,4610,[4610],[3489.26204374],3489.262043737824,False,True,True,True,1257.3808177165574,1257.3808177165683,4866,[4866],[3642.70637666],3642.706376663023,False,True,True,True,1334.9455646118927,1334.9455646118922
sub-via220,CFIN,5212,[5212],[3983.69984566],3983.699845663251,False,True,True,True,1442.5070962531336,1442.50709625313,5340,[5340],[4079.08264083],4079.0826408275775,False,True,True,True,1470.923972147998,1470.9239721479944
sub-via274,CFIN,5198,[5198],[3782.46553936],3782.465539362943,False,True,True,True,1394.1340471284457,1394.1340471284493,4582,[4582],[3385.02513044],3385.0251304425187,False,True,True,True,1239.8885254217203,1239.8885254217194
sub-via305,CFIN,4554,[4554],[3399.46408432],3399.464084323133,False,True,True,True,1268.7061038617403,1268.7061038617321,4472,[4472],[3420.50059334],3420.500593342388,False,True,True,True,1302.5753602545083,1302.5753602545115
sub-via337,CFIN,3820,[3820],[2809.40541973],2809.4054197277605,False,True,True,True,1030.5235274692232,1030.5235274692195,3612,[3612],[2758.59989102],2758.5998910191506,False,True,True,True,984.1338960630965,984.1338960630974
sub-via375,CFIN,5566,[5566],[4106.08272209],4106.082722092898,False,True,True,True,1508.9673535400416,1508.9673535400407,5986,[5986],[4342.04301368],4342.043013683997,False,True,True,True,1614.5766094519838,1614.5766094519886
sub-via435,CFIN,3546,[3546],[2743.18714512],2743.1871451219063,False,True,True,True,982.1241808722853,982.1241808722853,3782,[3782],[2880.46245538],2880.46245538412,False,True,True,True,1010.767544145252,1010.7675441452502
sub-via443,CFIN,4276,[4276],[3186.90325136],3186.903251361136,False,True,True,True,1176.8829353454666,1176.8829353454666,4108,[4108],[3062.7695032],3062.7695031970084,False,True,True,True,1094.9775169202567,1094.9775169202512
sub-via356,CFIN,4580,[4580],[3331.80226297],3331.8022629715424,False,True,True,True,1259.4474958414517,1259.4474958414494,4708,[4708],[3459.24573276],3459.2457327617694,False,True,True,True,1268.1859686346675,1268.1859686346693
sub-via392,CFIN,4926,[4926],[3571.21591505],3571.2159150523403,False,True,True,True,1295.9124169263696,1295.9124169263705,4368,[4368],[3316.79026654],3316.7902665421007,False,True,True,True,1206.437243320869,1206.437243320871
sub-via446,CFIN,4352,[4352],[3182.84305311],3182.843053112707,False,True,True,True,1155.0775216200664,1155.0775216200682,4308,[4308],[3191.34883647],3191.3488364739706,False,True,True,True,1177.9459910914993,1177.945991091498
sub-via253,CFIN,4588,[4588],[3490.63092615],3490.6309261517476,False,True,True,True,1289.3583502410647,1289.3583502410665,4556,[4556],[3463.38772022],3463.387720215713,False,True,True,True,1260.428345575724,1260.4283455757213
sub-via486,CFIN,3992,[3992],[3000.42047667],3000.420476670117,False,True,True,True,1098.8364014175768,1098.8364014175804,4382,[4382],[3342.37084199],3342.370841991748,False,True,True,True,1217.079099151253,1217.0790991512558
sub-via297,CFIN,3576,[3576],[2675.06488492],2675.064884917996,False,True,True,True,976.2366284367154,976.2366284367163,4050,[4050],[3069.01761341],3069.017613405303,False,True,True,True,1099.8238762213364,1099.8238762213389
sub-via326,CFIN,4742,[4742],[3616.60922997],3616.6092299660363,False,True,True,True,1314.9801790817673,1314.9801790817664,4608,[4608],[3498.55218861],3498.552188605427,False,True,True,True,1267.324950259298,1267.324950259298
sub-via173,CFIN,4320,[4320],[3304.44648395],3304.4464839474667,False,True,True,True,1219.9313770627086,1219.9313770627114,4736,[4736],[3721.97826681],3721.9782668088596,False,True,True,True,1351.5879013250355,1351.5879013250315
sub-via206,CFIN,5776,[5776],[4247.28167192],4247.281671915905,False,True,True,True,1545.191224277888,1545.1912242778835,5582,[5582],[4135.22204641],4135.222046411076,False,True,True,True,1510.7977922726895,1510.7977922726886
sub-via214,CFIN,4746,[4746],[3540.44742427],3540.447424269346,False,True,True,True,1306.1205248025753,1306.12052480258,4358,[4358],[3250.24214137],3250.242141368848,False,True,True,True,1183.3441159119482,1183.3441159119475
sub-via269,CFIN,4516,[4516],[3420.64204895],3420.642048950975,False,True,True,True,1264.6081322217024,1264.6081322216978,4734,[4734],[3535.98008848],3535.9800884835454,False,True,True,True,1283.7455216537178,1283.7455216537205
sub-via303,CFIN,4664,[4664],[3477.70576596],3477.7057659550883,False,True,True,True,1250.698945216859,1250.698945216855,4684,[4684],[3575.55068708],3575.550687082648,False,True,True,True,1289.6682787391835,1289.6682787391876
sub-via361,CFIN,5190,[5190],[3813.34435909],3813.3443590891206,False,True,True,True,1370.4934827648867,1370.4934827648822,4996,[4996],[3807.52674416],3807.52674415803,False,True,True,True,1410.0753759923462,1410.0753759923493
sub-via489,CFIN,4216,[4216],[3166.81627757],3166.816277572808,False,True,True,True,1169.9108922077558,1169.9108922077594,4346,[4346],[3258.89425531],3258.8942553118704,False,True,True,True,1218.9396998330324,1218.9396998330312
sub-via294,CFIN,4516,[4516],[3375.58114481],3375.5811448078143,False,True,True,True,1253.9793676486697,1253.9793676486752,4566,[4566],[3456.19554202],3456.1955420229065,False,True,True,True,1293.9915049686783,1293.991504968676
sub-via438,CFIN,4166,[4166],[3133.70446881],3133.7044688122296,False,True,True,True,1128.9227888274627,1128.9227888274618,4262,[4262],[3236.96728922],3236.967289221233,False,True,True,True,1208.8224239469255,1208.8224239469237
sub-via452,CFIN,4502,[4502],[3389.15830609],3389.158306085134,False,True,True,True,1229.0704789611154,1229.0704789611118,4084,[4084],[3149.23737908],3149.2373790833344,False,True,True,True,1149.9826587765697,1149.982658776568
sub-via358,CFIN,4746,[4746],[3563.10157385],3563.1015738530095,False,True,True,True,1320.1592421765145,1320.1592421765126,4636,[4636],[3460.53107144],3460.53107144369,False,True,True,True,1243.5218488726491,1243.5218488726505
sub-via405,DRCMR,5424,[5424],[4065.0878276],4065.0878275988716,False,True,True,True,1451.7335552773511,1451.7335552773602,3634,[3634],[2710.81698479],2710.816984792166,False,True,True,True,940.5327262312285,940.532726231228
sub-via407,DRCMR,4848,[4848],[3685.46490967],3685.4649096662774,False,True,True,True,1338.869064980221,1338.8690649802056,4592,[4592],[3451.76303895],3451.7630389487176,False,True,True,True,1235.2901697316045,1235.290169731606
sub-via078,DRCMR,3800,[3800],[2765.72347092],2765.723470917717,False,True,True,True,1009.2222999102651,1009.2222999102642,3816,[3816],[2859.40654744],2859.4065474410486,False,True,True,True,1010.0365540786879,1010.036554078687
sub-via448,DRCMR,4046,[4046],[2917.15827017],2917.15827016835,True,False,True,True,-1.0,-1.0,3276,[3276],[2493.99985582],2493.9998558167317,False,True,True,True,898.2230744360796,898.223074436076
sub-via462,DRCMR,5756,[5756],[4276.08040121],4276.080401211313,False,True,True,True,1558.9029449378158,1558.9029449378158,5690,[5690],[4299.83098993],4299.830989925363,False,True,True,True,1539.6267260643808,1539.6267260643808
sub-via449,DRCMR,4300,[4300],[3246.6303503],3246.6303503002955,True,False,True,True,-1.0,-1.0,4842,[4842],[3690.72685217],3690.7268521692226,False,True,True,True,1321.3422578846935,1321.342257884699
sub-via476,DRCMR,4396,[4396],[3297.73852407],3297.7385240685826,False,True,True,True,1191.7571782237915,1191.7571782237924,4216,[4216],[3212.0996862],3212.099686199597,False,True,True,True,1193.3249517577592,1193.324951757762
sub-via471,DRCMR,4348,[4348],[3244.87335609],3244.873356087209,False,True,True,True,1188.709569373064,1188.709569373058,4024,[4024],[3015.80573265],3015.8057326517337,False,True,True,True,1108.1908355575724,1108.1908355575706
sub-via282,DRCMR,5284,[5284],[3961.08676704],3961.086767042455,False,True,True,True,1448.1662992938336,1448.166299293831,4586,[4586],[3451.14053868],3451.140538676384,False,True,True,True,1235.7534429907282,1235.7534429907282
sub-via499,DRCMR,4536,[4536],[3413.12360774],3413.123607741751,False,True,True,True,1230.6494419874543,1230.6494419874537,5124,[5124],[3808.90174261],3808.901742613506,False,True,True,True,1419.8806359459652,1419.880635945965
sub-via387,DRCMR,5200,[5200],[3946.00708966],3946.0070896646607,False,True,True,True,1437.2589342811889,1437.2589342811762,4192,[4192],[3155.02715115],3155.0271511492897,False,True,True,True,1124.6412355721209,1124.6412355721213
sub-via044,DRCMR,3650,[3650],[2778.33781517],2778.3378151719116,False,True,True,True,986.4633360062649,986.4633360062644,3860,[3860],[2945.08734844],2945.0873484371664,False,True,True,True,1051.7337158712508,1051.7337158712512
sub-via353,DRCMR,4740,[4740],[3534.36295925],3534.36295924553,False,True,True,True,1297.8388532387853,1297.8388532387826,4344,[4344],[3271.49102089],3271.4910208875613,True,False,True,True,-1.0,-1.0
sub-via402,DRCMR,4284,[4284],[3158.64709137],3158.6470913676226,False,True,True,True,1164.0646460393555,1164.0646460393536,3648,[3648],[2725.84719102],2725.8471910222675,False,True,True,True,1007.8118116369947,1007.8118116369969
sub-via416,DRCMR,4348,[4348],[3278.78262399],3278.7826239859933,False,True,True,True,1233.5340407510093,1233.5340407510157,4228,[4228],[3220.63438093],3220.634380931513,False,True,True,True,1185.6215202738167,1185.621520273823
sub-via004,DRCMR,4450,[4450],[3422.09786971],3422.097869705453,False,True,True,True,1254.3780587320734,1254.3780587320753,4014,[4014],[3096.11528893],3096.1152889294776,False,True,True,True,1130.3458166176633,1130.3458166176724
sub-via064,DRCMR,5380,[5380],[3989.18211542],3989.182115417368,False,True,True,True,1490.9022579672665,1490.9022579672683,4696,[4696],[3573.83965446],3573.8396544643,False,True,True,True,1333.6259411907758,1333.625941190774
sub-via097,DRCMR,5164,[5164],[3844.16600763],3844.1660076314943,False,True,True,True,1390.9489543476084,1390.9489543475993,4406,[4406],[3345.63344393],3345.633443928291,False,True,True,True,1205.152256377537,1205.1522563775352
sub-via088,DRCMR,4386,[4386],[3249.13082189],3249.1308218943896,False,True,True,True,1188.4935923117155,1188.4935923117173,3924,[3924],[2913.87935266],2913.8793526569298,False,True,True,True,1081.4989328489232,1081.4989328489237
sub-via400,DRCMR,4704,[4704],[3542.78456971],3542.784569705008,False,True,True,True,1320.1198078066982,1320.1198078066946,4454,[4454],[3399.09777811],3399.0977781114416,False,True,True,True,1278.1610592236784,1278.1610592236748
sub-via408,DRCMR,5026,[5026],[3775.49861465],3775.498614654507,True,False,True,True,-1.0,-1.0,4680,[4680],[3483.26689434],3483.2668943371664,False,True,True,True,1262.1159613019863,1262.1159613019881
sub-via504,DRCMR,4898,[4898],[3759.7176631],3759.7176631047387,False,True,True,True,1348.029049852311,1348.0290498523136,5594,[5594],[4346.47617377],4346.476173769014,False,True,True,True,1617.0834208311276,1617.0834208311333
sub-via070,DRCMR,4562,[4562],[3375.98209367],3375.9820936668975,False,True,True,True,1214.8026296447006,1214.802629644697,4214,[4214],[3229.06630616],3229.0663061609653,False,True,True,True,1180.71082486644,1180.71082486644
sub-via384,DRCMR,4944,[4944],[3640.86513208],3640.8651320783065,False,True,True,True,1317.9723217564638,1317.9723217564656,4408,[4408],[3270.30463038],3270.3046303758906,False,True,True,True,1172.5700761092025,1172.5700761092062
sub-via508,DRCMR,2214,[2214],[1630.42407923],1630.4240792297712,False,True,True,True,611.9489925639668,611.9489925639673,4316,[4316],[3302.65656062],3302.6565606212257,False,True,True,True,1230.9517838579281,1230.95178385793
sub-via388,DRCMR,5324,[5324],[3995.32196268],3995.3219626844557,False,True,True,True,1462.94962975413,1462.9496297541236,5056,[5056],[3862.78903637],3862.7890363725464,False,True,True,True,1439.740733487829,1439.7407334878294
sub-via410,DRCMR,4260,[4260],[3117.08148106],3117.0814810610636,False,True,True,True,1134.5297846420153,1134.5297846420208,3854,[3854],[2895.98379692],2895.98379692416,False,True,True,True,1082.2255359781207,1082.2255359781188
sub-via049,DRCMR,5228,[5228],[3942.7470364],3942.747036398971,False,True,True,True,1438.1773686291044,1438.1773686291062,5028,[5028],[3804.13691745],3804.13691744608,False,True,True,True,1400.6870879451126,1400.6870879451126
sub-via091,DRCMR,4518,[4518],[3386.99443596],3386.994435958639,False,True,True,True,1218.9561088538385,1218.9561088538403,4462,[4462],[3320.97718822],3320.9771882245054,False,True,True,True,1207.3927069418623,1207.3927069418658
sub-via411,DRCMR,5458,[5458],[4032.76607605],4032.766076050914,False,True,True,True,1437.3910106935982,1437.3910106935928,5198,[5198],[3878.31088513],3878.310885128675,False,True,True,True,1418.547686418472,1418.5476864184736
sub-via385,DRCMR,4240,[4240],[3190.99039439],3190.9903943876407,False,True,True,True,1173.5753167886232,1173.5753167886223,4662,[4662],[3437.93194224],3437.931942236971,False,True,True,True,1284.3915706057292,1284.3915706057205
sub-via077,DRCMR,4936,[4936],[3760.55261239],3760.5526123876175,False,True,True,True,1338.6833646869054,1338.68336468691,4790,[4790],[3666.07499107],3666.074991071147,False,True,True,True,1339.1808126788947,1339.180812678891
sub-via039,DRCMR,4326,[4326],[3190.03011518],3190.0301151793915,False,True,True,True,1162.3085082031666,1162.3085082031666,4098,[4098],[3092.22933348],3092.2293334823603,False,True,True,True,1131.158211399592,1131.1582113995917
sub-via083,DRCMR,4850,[4850],[3618.58567969],3618.5856796915405,False,True,True,True,1296.913945882091,1296.9139458820937,4672,[4672],[3562.53652928],3562.536529277374,False,True,True,True,1277.0192689271162,1277.0192689271153
sub-via037,DRCMR,4672,[4672],[3482.44900264],3482.449002643284,False,True,True,True,1280.612727652283,1280.6127276522848,4426,[4426],[3251.0724747],3251.072474695358,False,True,True,True,1198.5176180392127,1198.5176180392118
sub-via081,DRCMR,4392,[4392],[3294.250721],3294.2507209968758,False,True,True,True,1198.3667185457698,1198.3667185457725,3768,[3768],[2856.73148064],2856.7314806444733,False,True,True,True,1045.7254477461229,1045.7254477461195
sub-via134,DRCMR,5720,[5720],[4178.79962445],4178.799624453721,False,True,True,True,1546.1341996594401,1546.1341996594438,5220,[5220],[3931.50568031],3931.505680308561,False,True,True,True,1446.7150162752978,1446.7150162752946
sub-via020,DRCMR,3688,[3688],[2782.79257979],2782.7925797865105,False,True,True,True,991.8558041491879,991.8558041491851,4172,[4172],[3160.70295155],3160.7029515491836,False,True,True,True,1142.814328068357,1142.814328068357
sub-via068,DRCMR,5864,[5864],[4454.8756444],4454.875644402844,True,False,True,True,-1.0,-1.0,6082,[6082],[4603.40094457],4603.400944570403,False,True,True,True,1696.6891462852282,1696.6891462852245
sub-via100,DRCMR,4472,[4472],[3231.52381357],3231.523813572367,False,True,True,True,1189.5989290214375,1189.5989290214375,4242,[4242],[3100.50085382],3100.5008538208917,False,True,True,True,1135.7658135304582,1135.765813530451
